Fth, Sth, Sth_G
4.75618911536, 6.91720525659, 0.0256617072277
4.80039523235, 7.01212630147, 0.0258916074694
4.74992423188, 6.90381285104, 0.0256681285916
4.69828415773, 6.79348146966, 0.0252437344958
4.65724012105, 6.70610064638, 0.0252875892459
4.69158794326, 6.77918294053, 0.0254498304447
4.8255871586, 7.066343559, 0.025774673077
4.71699199069, 6.83338455943, 0.0257370918631
4.74574812699, 6.89487905384, 0.0257101725338
4.84028894204, 7.09800493004, 0.0256624963901
4.70331709415, 6.804221273, 0.0255769498485
4.78945318609, 6.98855424791, 0.0258513984461
4.72553274552, 6.85162738488, 0.0256020088167
4.68750442472, 6.7705114123, 0.0255145937465
4.73891940521, 6.88023641396, 0.0256279513307
4.62517324495, 6.63808550829, 0.0252272742839
4.71189144823, 6.82248338434, 0.0256743714481
4.72965926417, 6.86042715582, 0.025466946624
4.67856251076, 6.75146310336, 0.0253632629029
4.71367660196, 6.82632320152, 0.0254131739486
4.68358395863, 6.76218653162, 0.0254973082117
4.70449558244, 6.80673496926, 0.025415306141
4.79313319978, 6.99646029006, 0.0257565456062
4.76757676417, 6.94163543887, 0.0256938099431
4.79165315522, 6.99329271771, 0.0255830520635
4.69343266438, 6.78313793842, 0.0256507321308
4.8195972175, 7.05341360926, 0.025954636362
4.68199922952, 6.75878391549, 0.0256028512048
4.65216190485, 6.69535643617, 0.0253625632026
4.73432213771, 6.87043077925, 0.0256852657219
4.67000956821, 6.7332787427, 0.0254874829064
4.69533573092, 6.7871956773, 0.0257515972934
4.80539611866, 7.0228483703, 0.025665341009
4.7772806843, 6.96245918434, 0.0257895554327
4.76044118396, 6.92634099355, 0.025747919501
4.7144876838, 6.82805106468, 0.02552501104
4.69527898605, 6.78708771711, 0.0256857198702
4.83965529361, 7.09661666626, 0.0259674760246
4.76762713353, 6.94174882428, 0.0257131134158
4.70773716184, 6.81364659126, 0.0255521147768
4.69441826584, 6.7852423015, 0.0252607653233
4.70435146574, 6.80641267755, 0.0255333215047
4.64371852957, 6.67742401701, 0.0252664211691
4.71555597664, 6.83032212376, 0.02549330999
4.75106034707, 6.90624429872, 0.0258130413922
4.67502742346, 6.74397479903, 0.0252342951376
4.72115934822, 6.84227625197, 0.0253453050037
4.73065768139, 6.8625932342, 0.0257374545857
4.60360736066, 6.59247387572, 0.0252095917974
4.70150796908, 6.8003352081, 0.025642957383
4.73507619086, 6.87203868056, 0.0256778519114
4.71017927065, 6.81888360855, 0.0254355377477
4.67640107357, 6.74687116722, 0.0253472200209
4.86284876308, 7.14671607258, 0.0258978600788
4.75011761616, 6.9042272736, 0.0254880264799
4.80746658695, 7.02730790751, 0.0258328415481
4.8448535112, 7.10786381675, 0.02595648114
4.64431133757, 6.67868383453, 0.025342696685
4.77372613681, 6.95484585208, 0.0258221633915
4.78375875866, 6.97637601063, 0.0259454802453
4.63442369547, 6.65771540262, 0.025147305803
4.85714040264, 7.13437930415, 0.0261497285035
4.66635323456, 6.72549972466, 0.0254924194084
4.72759233815, 6.85603987314, 0.0256275218273
4.79377484693, 6.99789608555, 0.0255743165711
4.75445012118, 6.91350633029, 0.025675356983
4.68137788764, 6.75745773276, 0.0254907099736
4.78418082625, 6.97727756326, 0.0260570678327
4.70695784323, 6.81197628762, 0.0253915048946
4.80649062997, 7.02521295624, 0.0258755817648
4.66965533824, 6.73252291059, 0.0255765978834
4.71112419962, 6.82087211448, 0.0254555114557
4.81835281178, 7.05074581822, 0.0259888698293
4.72864875151, 6.8583037823, 0.0257808456391
4.65738015101, 6.70644671497, 0.0253238699601
4.80179341152, 7.0151094863, 0.0259365414356
4.7246200511, 6.84970604093, 0.0255868663513
4.72745439068, 6.85575338443, 0.0256712184562
4.82427102051, 7.06348748731, 0.0259407624452
4.70308512733, 6.80373142947, 0.0256347855248
4.68244695863, 6.75975431123, 0.0254712013326
4.75510978001, 6.91491532669, 0.0256887808248
4.85648296061, 7.13297161468, 0.0260542812087
4.80028071334, 7.0118542862, 0.0259263257117
4.75997559625, 6.92534727504, 0.0255536157652
4.776351286, 6.96045611044, 0.0259472597641
4.80578484937, 7.02369599808, 0.0257717757865
4.74883785488, 6.90148940181, 0.0256041272646
4.68470210378, 6.76454216119, 0.0256810805317
4.71884127619, 6.83734118427, 0.0253393463342
4.75404967482, 6.91267495698, 0.0258492839484
4.76914778619, 6.94500591775, 0.025591289105
4.72352914213, 6.84737105866, 0.0258484399642
4.64341044286, 6.67675365591, 0.0253612670637
4.76112717456, 6.92781878498, 0.0258188190337
4.6565060122, 6.70457472699, 0.0252311572738
4.75927267717, 6.92383908466, 0.0255639545138
4.68072844665, 6.75608416707, 0.0254452420531
4.70850440983, 6.81528645317, 0.0255042099499
