Fth, Sth, Sth_G
4.72663899973, 6.85190423716, 0.0256315037817
4.77454542532, 6.95700685599, 0.0257220771918
4.75308400428, 6.91084484163, 0.0256928476037
4.76643387694, 6.93937360874, 0.0255797649617
4.68772485871, 6.7705104662, 0.0255687429375
4.67465386999, 6.74254253829, 0.0255098353545
4.72816936905, 6.85586823665, 0.0255722172667
4.74675796536, 6.89607704427, 0.0254790127701
4.73875888137, 6.87755281963, 0.0256500809085
4.74575340928, 6.89194842126, 0.0254971115252
4.72338533701, 6.85018674565, 0.0252621373861
4.83384241233, 7.08734548713, 0.0258002301299
4.72843719823, 6.85933743608, 0.0254176792485
4.73083495599, 6.86391084288, 0.0255571303818
4.76754023196, 6.94183565845, 0.0259662173642
4.81647076644, 7.04863470686, 0.0259912400265
4.738469211, 6.88129530473, 0.0256312817631
4.6657995669, 6.72691777056, 0.0254600914933
4.78773213908, 6.9879311092, 0.0257967180077
4.71315453065, 6.82881637201, 0.0255777310377
4.92516208445, 7.28385891711, 0.0262198303137
4.80973851619, 7.03365927526, 0.0258111337006
4.79625445841, 7.00678348964, 0.0256917399614
4.74866294309, 6.90250051273, 0.0257527184801
4.7422852995, 6.88606056529, 0.0257486009186
4.78205560955, 6.97427153582, 0.0258800041882
4.67123491846, 6.73606652184, 0.0254466941712
4.62567484749, 6.63839201506, 0.0255164473914
4.68266866701, 6.76064331385, 0.0256430631259
4.82053172244, 7.05674079227, 0.0259173046402
4.75242617892, 6.910588105, 0.0256815484421
4.72552900268, 6.85066026609, 0.0256727565637
4.71677107787, 6.83590843616, 0.0255530771253
4.63851637783, 6.66608141098, 0.0254287775833
4.72723825391, 6.86083767918, 0.0254984830706
4.81119407309, 7.03725448826, 0.0259714319459
4.78954023288, 6.9906002958, 0.0259999152813
4.76579971645, 6.94027964142, 0.0254535286793
4.60268916935, 6.58921617479, 0.0253759497976
4.65395045999, 6.69782895083, 0.0254568385685
4.70599128982, 6.80587393636, 0.0254714754516
4.76747394093, 6.94473726969, 0.025721998175
4.73480196866, 6.87302385166, 0.0255134070347
4.86775331363, 7.16341187345, 0.0260857589672
4.77511720154, 6.95986590706, 0.0258565544519
4.75196849866, 6.91013710993, 0.0256679205068
4.68990326676, 6.77715063642, 0.02557545093
4.76207297845, 6.93164620327, 0.0259024310338
4.70854706617, 6.81586676636, 0.0254300099426
4.68513156138, 6.76597234226, 0.02550957693
4.81265442579, 7.04381298343, 0.0259253861136
4.74016081877, 6.88437986022, 0.0258474831431
4.68788605641, 6.77290395286, 0.0254330191485
4.70045526176, 6.79690617674, 0.0256421638808
4.75196153589, 6.90763733394, 0.0257721922798
4.83003529549, 7.08449755682, 0.0257887537453
4.75186619189, 6.90938853819, 0.0257008147167
4.68861004066, 6.77456832853, 0.0255805505079
4.7650015841, 6.93583449973, 0.0259412715018
4.75087359317, 6.90857759055, 0.0256051919509
4.72170328706, 6.84103894145, 0.0257405827162
4.72230022265, 6.84560380736, 0.025440819365
4.70058520484, 6.80160819543, 0.0255097962493
4.69974397081, 6.79803591137, 0.0254579093581
4.813337349, 7.04307110548, 0.0259004923501
4.80154296814, 7.01787007815, 0.0258704592342
4.62168476889, 6.62957513053, 0.0253448405941
4.7955323541, 7.00080649291, 0.0258690104749
4.74700407991, 6.90155973182, 0.0256263278517
4.80069333361, 7.01448206021, 0.025817000531
4.65253257869, 6.69545495114, 0.0254105081163
4.71270701392, 6.82403619184, 0.0255392083067
4.82017904115, 7.05884664104, 0.0258255235498
4.61112790551, 6.6097951467, 0.0252392894264
4.64498068847, 6.67792051738, 0.0254539758959
4.61185791898, 6.61212387908, 0.0253801562794
4.8224779907, 7.06216661297, 0.0257131660107
4.65877384878, 6.71090710087, 0.0253780490356
4.80808884588, 7.03349352125, 0.0258428726971
4.8167141641, 7.04831756366, 0.0259786027965
4.91054616695, 7.2541690961, 0.0261741310686
4.69020358402, 6.77873789732, 0.0257368393342
4.70181915993, 6.80418863025, 0.0255372275102
4.63694580255, 6.66268610842, 0.0253610448867
4.63717435592, 6.66253473594, 0.0252237163525
4.74607633926, 6.89472391845, 0.0258056766233
4.77556262599, 6.95858486367, 0.0260701776856
4.62945843784, 6.64939432809, 0.0252928267132
4.82337002095, 7.0622888074, 0.026124401881
4.65698070137, 6.70260427, 0.0255336548306
4.76845105251, 6.94632583633, 0.0257359537086
4.60593092002, 6.59566392378, 0.0253544972515
4.75090471663, 6.91060733335, 0.0255297072358
4.87506191714, 7.17494332281, 0.0260089598583
4.76019211874, 6.92696614244, 0.0257033654963
4.68033368026, 6.75692534647, 0.0254783946753
4.6987264544, 6.79789788339, 0.0253595076113
4.71697912678, 6.83250212864, 0.02545047457
4.73567904994, 6.8750792327, 0.0255510292021
4.71624903272, 6.83291590984, 0.0254821923236
